Results_Name,VSPAERO_History
Results_Timestamp,1776908982
CMxo,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CMxtot,-0.000000000000000000e+00,2.162339011900000010e-02,2.128906866899999903e-02
CMyi,0.000000000000000000e+00,-2.096167219439999951e-01,-2.686728072830000258e-01
CMyo,5.623731769999999611e-04,6.097347439999999683e-04,6.134557600000000539e-04
CMytot,5.623731769999999611e-04,-2.090069871999999940e-01,-2.680593515229999779e-01
CMzi,0.000000000000000000e+00,-4.185126283199999686e-02,-4.260662827600000119e-02
CMzo,0.000000000000000000e+00,-4.564568599999999738e-05,-4.476462599999999942e-05
CMztot,0.000000000000000000e+00,-4.189690851800000060e-02,-4.265139290100000008e-02
CSi,0.000000000000000000e+00,-1.270269448509999954e-01,-1.282187456470000042e-01
CSiw,0.000000000000000000e+00,-1.034395974599999941e-02,-1.081632943100000084e-02
CSo,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CStot,0.000000000000000000e+00,-1.270269448509999954e-01,-1.282187456470000042e-01
CSwtot,0.000000000000000000e+00,-1.034395974599999941e-02,-1.081632943100000084e-02
E,0.000000000000000000e+00,5.986568427899999906e-02,7.390116124699999678e-02
Ew,0.000000000000000000e+00,1.657666924929999952e-01,2.009966545659999937e-01
FC_AoA_,2.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,3.000000000000000000e+00
FC_Cref_,4.000000000000000222e-01
FC_Mach_,1.000000000000000056e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.199999999999999956e+00
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,0.000000000000000000e+00,7.569109657575999961e+00,8.440235593108999623e+00
L/Dw,0.000000000000000000e+00,1.378666878209999958e+01,1.512427264305100039e+01
Mach,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
WallTime,7.299999999999999545e-02,2.440000000020000059e-01,4.550000000020000268e-01
log10( L2Residual ),4.507612802450000067e-01,4.858875955899999988e-01,6.938014963399999346e-02
log10( MaxResidual ),1.005059169047000101e+00,1.500262418162999989e+00,1.406093116529999909e+00
Results_Name,VSPAERO_History
Results_Timestamp,1776908982
Results_Date,4,23,2026
Results_Time,7,19,42
Alpha,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,0.000000000000000000e+00,1.978352385399999996e-02,1.972234463499999979e-02
CDiw,0.000000000000000000e+00,6.868850101000000159e-03,6.682109103000000334e-03
CDo,4.579796837999999815e-03,5.704570098000000429e-03,5.735483633999999623e-03
CDtot,4.579796837999999815e-03,2.548809395199999953e-02,2.545782826900000115e-02
CDwtot,4.579796837999999815e-03,1.257342019900000059e-02,1.241759273700000082e-02
CFxi,0.000000000000000000e+00,-3.124470485000000082e-03,-3.975569447000000360e-03
CFxiw,0.000000000000000000e+00,-1.436779133099999953e-02,-1.520903783300000048e-02
CFxo,4.591116727999999814e-03,5.718636753999999621e-03,5.749625993999999893e-03
CFxtot,4.591116727999999814e-03,2.594166268999999973e-03,1.774056546999999966e-03
CFxwtot,4.591116727999999814e-03,-8.649154577000000774e-03,-9.459411839999999280e-03
CFyi,0.000000000000000000e+00,-2.222918863189999872e-01,-2.229195507260000042e-01
CFyiw,0.000000000000000000e+00,-1.138161576900000027e-02,-1.191075132200000025e-02
CFyo,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFytot,0.000000000000000000e+00,-2.222918863189999872e-01,-2.229195507260000042e-01
CFywtot,0.000000000000000000e+00,-1.138161576900000027e-02,-1.191075132200000025e-02
CFzi,0.000000000000000000e+00,3.282904375269999897e-01,3.395846797129999928e-01
CFziw,0.000000000000000000e+00,3.039379870600000255e-01,3.132913307040000039e-01
CFzo,-1.951931000000000116e-06,-1.954569999999999906e-06,-1.957669999999999927e-06
CFztot,-1.951931000000000116e-06,3.282884829570000274e-01,3.395827220429999960e-01
CFzwtot,-1.951931000000000116e-06,3.039360324900000077e-01,3.132893730349999850e-01
CLi,0.000000000000000000e+00,3.277086905639999825e-01,3.390347902070000030e-01
CLiw,0.000000000000000000e+00,3.041998558580000234e-01,3.135890976169999900e-01
CLo,-3.222072890000000109e-04,-4.008617429999999818e-04,-4.030265359999999860e-04
CLtot,-3.222072890000000109e-04,3.273078288210000131e-01,3.386317636710000079e-01
CLwtot,-3.222072890000000109e-04,3.037989941149999984e-01,3.131860710809999948e-01
CMxi,0.000000000000000000e+00,2.610516427999999903e-02,2.570936471699999948e-02
CMxo,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CMxtot,-0.000000000000000000e+00,2.610516427999999903e-02,2.570936471699999948e-02
CMyi,0.000000000000000000e+00,-6.164184980860000218e-01,-6.711605325959999480e-01
CMyo,5.623731769999999611e-04,6.729729870000000476e-04,6.767341439999999828e-04
CMytot,5.623731769999999611e-04,-6.157455250990000462e-01,-6.704837984520000127e-01
CMzi,0.000000000000000000e+00,-7.211752168899999982e-02,-7.275325181199999991e-02
CMzo,-0.000000000000000000e+00,-1.026664639999999985e-04,-1.008981189999999940e-04
CMztot,-0.000000000000000000e+00,-7.222018815300000616e-02,-7.285414993100000625e-02
CSi,0.000000000000000000e+00,-2.222918863189999872e-01,-2.229195507260000042e-01
CSiw,0.000000000000000000e+00,-1.138161576900000027e-02,-1.191075132200000025e-02
CSo,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CStot,0.000000000000000000e+00,-2.222918863189999872e-01,-2.229195507260000042e-01
CSwtot,0.000000000000000000e+00,-1.138161576900000027e-02,-1.191075132200000025e-02
E,0.000000000000000000e+00,2.303887246349999862e-01,2.473540025909999884e-01
Ew,0.000000000000000000e+00,5.717720518529999518e-01,6.245932733200000309e-01
FC_AoA_,4.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,3.000000000000000000e+00
FC_Cref_,4.000000000000000222e-01
FC_Mach_,1.000000000000000056e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.199999999999999956e+00
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,0.000000000000000000e+00,1.285732433268199948e+01,1.331750637283900041e+01
L/Dw,0.000000000000000000e+00,2.419388289334800035e+01,2.525361430909200067e+01
Mach,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
WallTime,7.099999999999999367e-02,2.210000000010000076e-01,4.289999999999999925e-01
log10( L2Residual ),6.375008125890000432e-01,4.567608219020000138e-01,1.891365610499999919e-02
log10( MaxResidual ),1.132861638615000111e+00,1.463435938081999899e+00,1.369920784727000074e+00
Results_Name,VSPAERO_History
Results_Timestamp,1776908982
Results_Date,4,23,2026
Results_Time,7,19,42
Alpha,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,0.000000000000000000e+00,3.469130948699999939e-02,3.496743504100000011e-02
CDiw,0.000000000000000000e+00,1.097489494199999950e-02,1.109173702999999983e-02
CDo,4.565762077999999807e-03,6.717986454000000364e-03,6.747974311999999954e-03
CDtot,4.565762077999999807e-03,4.140929594099999889e-02,4.171540935299999919e-02
CDwtot,4.565762077999999807e-03,1.769288139600000073e-02,1.783971134199999892e-02
CFxi,0.000000000000000000e+00,-2.213541613499999880e-02,-2.289819983299999986e-02
CFxiw,0.000000000000000000e+00,-3.809121938599999840e-02,-3.887114760600000191e-02
CFxo,4.591116727999999814e-03,6.755196352000000098e-03,6.785349728999999670e-03
CFxtot,4.591116727999999814e-03,-1.538021978200000001e-02,-1.611285010400000106e-02
CFxwtot,4.591116727999999814e-03,-3.133602303400000177e-02,-3.208579787699999963e-02
CFyi,0.000000000000000000e+00,-3.429695497240000113e-01,-3.435425753720000031e-01
CFyiw,0.000000000000000000e+00,-1.226642969400000040e-02,-1.293167241600000003e-02
CFyo,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFytot,0.000000000000000000e+00,-3.429695497240000113e-01,-3.435425753720000031e-01
CFywtot,0.000000000000000000e+00,-1.226642969400000040e-02,-1.293167241600000003e-02
CFzi,0.000000000000000000e+00,5.424882727930000481e-01,5.523873051850000104e-01
CFziw,0.000000000000000000e+00,4.674080639450000074e-01,4.759463869189999863e-01
CFzo,-1.951931000000000116e-06,-1.953782000000000177e-06,-1.956995999999999957e-06
CFztot,-1.951931000000000116e-06,5.424863190109999733e-01,5.523853481899999585e-01
CFzwtot,-1.951931000000000116e-06,4.674061101620000103e-01,4.759444299239999898e-01
CLi,0.000000000000000000e+00,5.418302463059999630e-01,5.517547833699999460e-01
CLiw,0.000000000000000000e+00,4.688291702910000192e-01,4.774022441379999759e-01
CLo,-4.818436140000000143e-04,-7.080533729999999651e-04,-7.112084549999999825e-04
CLtot,-4.818436140000000143e-04,5.411221929330000124e-01,5.510435749150000007e-01
CLwtot,-4.818436140000000143e-04,4.681211169180000131e-01,4.766910356829999751e-01
CMxi,0.000000000000000000e+00,3.105460406399999929e-02,3.069563908099999863e-02
CMxo,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CMxtot,-0.000000000000000000e+00,3.105460406399999929e-02,3.069563908099999863e-02
CMyi,0.000000000000000000e+00,-1.053744703413000083e+00,-1.104275972833999919e+00
CMyo,5.623731769999999611e-04,7.696002310000000027e-04,7.732536059999999684e-04
CMytot,5.623731769999999611e-04,-1.052975103182999916e+00,-1.103502719228000029e+00
CMzi,0.000000000000000000e+00,-1.105507154539999981e-01,-1.111410850300000031e-01
CMzo,0.000000000000000000e+00,-1.699278419999999978e-04,-1.673821110000000081e-04
CMztot,0.000000000000000000e+00,-1.107206432950000041e-01,-1.113084671409999976e-01
CSi,0.000000000000000000e+00,-3.429695497240000113e-01,-3.435425753720000031e-01
CSiw,0.000000000000000000e+00,-1.226642969400000040e-02,-1.293167241600000003e-02
CSo,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CStot,0.000000000000000000e+00,-3.429695497240000113e-01,-3.435425753720000031e-01
CSwtot,0.000000000000000000e+00,-1.226642969400000040e-02,-1.293167241600000003e-02
E,0.000000000000000000e+00,3.591656133019999753e-01,3.695025086879999976e-01
Ew,0.000000000000000000e+00,8.499978622649999593e-01,8.720839668669999600e-01
FC_AoA_,6.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,3.000000000000000000e+00
FC_Cref_,4.000000000000000222e-01
FC_Mach_,1.000000000000000056e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.199999999999999956e+00
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,0.000000000000000000e+00,1.308474906403600002e+01,1.322664195151599920e+01
L/Dw,0.000000000000000000e+00,2.649818081014399951e+01,2.676064847673900005e+01
Mach,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
WallTime,7.400000000100000197e-02,2.230000000019999873e-01,4.119999999999999774e-01
log10( L2Residual ),7.856242161519999545e-01,4.581972457640000052e-01,-8.610875056199999988e-02
log10( MaxResidual ),1.231059032080999982e+00,1.638586075404000031e+00,1.220503809085000002e+00
Results_Name,VSPAERO_History
Results_Timestamp,1776908982
Results_Date,4,23,2026
Results_Time,7,19,42
Alpha,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,0.000000000000000000e+00,5.877927153299999929e-02,5.940540139900000322e-02
CDiw,0.000000000000000000e+00,1.731112557699999999e-02,1.776321475600000158e-02
CDo,4.546164638999999723e-03,8.170233445999999788e-03,8.195658600000000835e-03
CDtot,4.546164638999999723e-03,6.694950497899999908e-02,6.760105999899999885e-02
CDwtot,4.546164638999999723e-03,2.548135902299999977e-02,2.595887335600000068e-02
CFxi,0.000000000000000000e+00,-4.944906573999999916e-02,-4.997966355100000313e-02
CFxiw,0.000000000000000000e+00,-7.106666677600000093e-02,-7.169127617999999924e-02
CFxo,4.591116727999999814e-03,8.250801465999999321e-03,8.276476922000000278e-03
CFxtot,4.591116727999999814e-03,-4.119826427400000157e-02,-4.170318662900000112e-02
CFxwtot,4.591116727999999814e-03,-6.281586530999999640e-02,-6.341479925699999853e-02
CFyi,0.000000000000000000e+00,-4.900764699180000239e-01,-4.900457837109999937e-01
CFyiw,0.000000000000000000e+00,-1.289683824100000022e-02,-1.389054472800000002e-02
CFyo,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFytot,0.000000000000000000e+00,-4.900764699180000239e-01,-4.900457837109999937e-01
CFywtot,0.000000000000000000e+00,-1.289683824100000022e-02,-1.389054472800000002e-02
CFzi,0.000000000000000000e+00,7.741948812040000405e-01,7.824692095630000344e-01
CFziw,0.000000000000000000e+00,6.300511796650000163e-01,6.377439013090000497e-01
CFzo,-1.951931000000000116e-06,-1.952872000000000045e-06,-1.955965000000000085e-06
CFztot,-1.951931000000000116e-06,7.741929283320000410e-01,7.824672535979999566e-01
CFzwtot,-1.951931000000000116e-06,6.300492267930000168e-01,6.377419453449999498e-01
CLi,0.000000000000000000e+00,7.735424496580000087e-01,7.818100977649999894e-01
CLiw,0.000000000000000000e+00,6.338101332859999992e-01,6.415149187190000157e-01
CLo,-6.408928870000000361e-04,-1.150223491999999900e-03,-1.153799887999999978e-03
CLtot,-6.408928870000000361e-04,7.723922261660000066e-01,7.806562978769999717e-01
CLwtot,-6.408928870000000361e-04,6.326599097930000193e-01,6.403611188319999759e-01
CMxi,0.000000000000000000e+00,3.644399181199999699e-02,3.622960341300000137e-02
CMxo,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CMxtot,-0.000000000000000000e+00,3.644399181199999699e-02,3.622960341300000137e-02
CMyi,0.000000000000000000e+00,-1.522266457683999930e+00,-1.569110543502999944e+00
CMyo,5.623731769999999611e-04,8.994892030000000089e-04,9.030789670000000146e-04
CMytot,5.623731769999999611e-04,-1.521366968481000059e+00,-1.568207464536000018e+00
CMzi,0.000000000000000000e+00,-1.574860583430000016e-01,-1.577672754910000030e-01
CMzo,0.000000000000000000e+00,-2.473036150000000231e-04,-2.441929630000000103e-04
CMztot,0.000000000000000000e+00,-1.577333619580000013e-01,-1.580114684539999925e-01
CSi,0.000000000000000000e+00,-4.900764699180000239e-01,-4.900457837109999937e-01
CSiw,0.000000000000000000e+00,-1.289683824100000022e-02,-1.389054472800000002e-02
CSo,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CStot,0.000000000000000000e+00,-4.900764699180000239e-01,-4.900457837109999937e-01
CSwtot,0.000000000000000000e+00,-1.289683824100000022e-02,-1.389054472800000002e-02
E,0.000000000000000000e+00,4.320490531719999860e-01,4.366822812239999907e-01
Ew,0.000000000000000000e+00,9.848770198609999582e-01,9.832883845600000061e-01
FC_AoA_,8.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,3.000000000000000000e+00
FC_Cref_,4.000000000000000222e-01
FC_Mach_,1.000000000000000056e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.199999999999999956e+00
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,0.000000000000000000e+00,1.155411753831799970e+01,1.156505678718600016e+01
L/Dw,0.000000000000000000e+00,2.487348232533100045e+01,2.471274118593899871e+01
Mach,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
WallTime,7.500000000100000286e-02,2.200000000010000067e-01,4.150000000010000134e-01
log10( L2Residual ),9.001975844220000411e-01,5.136383432950000216e-01,-1.085255784159999959e-01
log10( MaxResidual ),1.310656127696999906e+00,1.763313394242000065e+00,1.185224881412000109e+00
Results_Name,VSPAERO_History
Results_Timestamp,1776908982
Results_Date,4,23,2026
Results_Time,7,19,42
Alpha,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,0.000000000000000000e+00,9.336819312800000159e-02,9.462052061600000064e-02
CDiw,0.000000000000000000e+00,2.587038380599999965e-02,2.671163776000000031e-02
CDo,4.521028399000000426e-03,1.004325257700000064e-02,1.006227916699999926e-02
CDtot,4.521028399000000426e-03,1.034114457049999936e-01,1.046827997830000051e-01
CDwtot,4.521028399000000426e-03,3.591363638299999855e-02,3.677391692700000131e-02
CFxi,0.000000000000000000e+00,-8.517964034000000129e-02,-8.529995603300000173e-02
CFxiw,0.000000000000000000e+00,-1.131823827150000017e-01,-1.135666526400000015e-01
CFxo,4.591116727999999814e-03,1.019853016100000058e-02,1.021785073400000021e-02
CFxtot,4.591116727999999814e-03,-7.498111017899999897e-02,-7.508210529900000152e-02
CFxwtot,4.591116727999999814e-03,-1.029838525539999994e-01,-1.033488019060000013e-01
CFyi,0.000000000000000000e+00,-6.605656080349999737e-01,-6.621156202460000140e-01
CFyiw,0.000000000000000000e+00,-1.343639080799999969e-02,-1.469600030399999951e-02
CFyo,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFytot,0.000000000000000000e+00,-6.605656080349999737e-01,-6.621156202460000140e-01
CFywtot,0.000000000000000000e+00,-1.343639080799999969e-02,-1.469600030399999951e-02
CFzi,0.000000000000000000e+00,1.020763740310999923e+00,1.028657951088000067e+00
CFziw,0.000000000000000000e+00,7.908707920409999703e-01,7.978946835229999701e-01
CFzo,-1.951931000000000116e-06,-1.952191000000000093e-06,-1.954843000000000030e-06
CFztot,-1.951931000000000116e-06,1.020761788119999958e+00,1.028655996244999926e+00
CFzwtot,-1.951931000000000116e-06,7.908688398500000050e-01,7.978927286810000297e-01
CLi,0.000000000000000000e+00,1.020047334770999958e+00,1.027842507349000067e+00
CLiw,0.000000000000000000e+00,7.985096021349999962e-01,8.054935126960000025e-01
CLo,-7.991613300000000378e-04,-1.772878710000000066e-03,-1.776236303999999917e-03
CLtot,-7.991613300000000378e-04,1.018274456060999977e+00,1.026066271044999922e+00
CLwtot,-7.991613300000000378e-04,7.967367234250000152e-01,8.037172763919999685e-01
CMxi,0.000000000000000000e+00,4.240359869199999965e-02,4.226636932999999763e-02
CMxo,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CMxtot,-0.000000000000000000e+00,4.240359869199999965e-02,4.226636932999999763e-02
CMyi,0.000000000000000000e+00,-2.015650860481000173e+00,-2.062720957229000174e+00
CMyo,5.623731769999999611e-04,1.062209901000000026e-03,1.065708488000000065e-03
CMytot,5.623731769999999611e-04,-2.014588650579999918e+00,-2.061655248740999813e+00
CMzi,0.000000000000000000e+00,-2.116210383730000033e-01,-2.126440561559999887e-01
