2 0.000000 100.000000 579.435449
604 511 
1 -14.979443 0.000000 -15.229443 99.023356 0.018841 13.918239 0.000066 
2 17.479443 0.000000 -15.229443 99.025426 0.131340 13.899561 0.000075 
3 17.479443 0.000000 15.379443 99.034109 -0.199334 13.885311 -0.000060 
4 -14.979443 0.000000 15.379443 99.031135 -0.028308 13.917857 -0.000087 
5 1.250000 0.000000 0.075000 113.789352 -0.627123 -1.099459 -0.294962 
6 -14.979443 0.000000 0.075000 99.027583 -0.005167 13.922704 -0.000030 
7 1.250000 0.000000 -15.229443 99.016874 0.074579 13.906573 0.000226 
8 17.479443 0.000000 0.075000 99.126878 1.115701 13.196288 -0.000152 
9 1.250000 0.000000 15.379443 99.039832 -0.099989 13.903408 -0.000220 
10 -6.864722 0.000000 -7.577222 99.012163 0.035495 13.920905 0.000280 
11 -14.979443 0.000000 -7.577222 99.023610 0.011029 13.920727 0.000054 
12 -6.864722 0.000000 -15.229443 99.019373 0.038351 13.915554 0.000152 
13 1.250000 0.000000 -7.577222 98.987809 0.136982 13.871207 0.000898 
14 -6.864722 0.000000 0.075000 99.030163 -0.008580 13.940707 -0.000132 
15 9.364722 0.000000 -7.577222 99.022357 0.251278 13.847394 0.000276 
16 9.364722 0.000000 -15.229443 99.021378 0.112497 13.899616 0.000155 
17 17.479443 0.000000 -7.577222 99.030575 0.263192 13.862059 0.000072 
18 9.364722 0.000000 0.075000 99.252215 1.915629 12.285135 -0.000560 
19 -6.864722 0.000000 7.727222 99.045038 -0.052572 13.919199 -0.000367 
20 -14.979443 0.000000 7.727222 99.031290 -0.021157 13.920395 -0.000097 
21 1.250000 0.000000 7.727222 99.077552 -0.183270 13.858807 -0.000846 
22 -6.864722 0.000000 15.379443 99.035906 -0.052851 13.914469 -0.000173 
23 -2.807361 0.000000 -3.751111 98.955647 0.069714 13.936542 0.001355 
24 -6.864722 0.000000 -3.751111 99.012801 0.021703 13.931888 0.000237 
25 -2.807361 0.000000 -7.577222 98.995317 0.071724 13.909098 0.000646 
26 1.250000 0.000000 -3.751111 98.864860 0.386092 13.719791 0.003736 
27 -2.807361 0.000000 0.075000 99.041887 -0.017454 13.987659 -0.000495 
28 9.364722 0.000000 7.727222 99.054176 -0.383952 13.793437 -0.000214 
29 17.479443 0.000000 7.727222 99.053426 -0.505334 13.742809 -0.000070 
30 9.364722 0.000000 15.379443 99.036983 -0.156677 13.891913 -0.000133 
31 5.307361 0.000000 -3.751111 99.011892 0.480570 13.647254 0.001017 
32 5.307361 0.000000 -7.577222 99.007574 0.210466 13.846073 0.000574 
33 9.364722 0.000000 -3.751111 99.042652 0.500608 13.711064 0.000231 
34 5.307361 0.000000 0.075000 99.441179 2.475657 10.921792 -0.001396 
35 -2.807361 0.000000 3.901111 99.112127 -0.097701 13.927992 -0.001721 
36 -6.864722 0.000000 3.901111 99.046202 -0.038848 13.930302 -0.000420 
37 1.250000 0.000000 3.901111 99.240027 -0.474467 13.675323 -0.003582 
38 -2.807361 0.000000 7.727222 99.064746 -0.097032 13.904482 -0.000717 
39 -0.778680 0.000000 -1.838055 98.667787 0.191534 14.023385 0.006798 
40 -2.807361 0.000000 -1.838055 98.956122 0.060971 13.992427 0.001189 
41 -0.778680 0.000000 -3.751111 98.879880 0.171893 13.878139 0.003014 
42 1.250000 0.000000 -1.838055 98.464278 0.821524 13.203165 0.012979 
43 -0.778680 0.000000 0.075000 99.120598 -0.067571 14.496392 -0.003504 
44 5.307361 0.000000 3.901111 99.122636 -0.701173 13.474776 -0.000736 
45 9.364722 0.000000 3.901111 99.114063 -0.907159 13.341819 -0.000242 
46 5.307361 0.000000 7.727222 99.064269 -0.294339 13.816878 -0.000472 
47 3.278680 0.000000 -1.838055 98.988431 1.079434 12.960357 0.003215 
48 3.278680 0.000000 -3.751111 98.949375 0.509184 13.627781 0.002305 
49 5.307361 0.000000 -1.838055 99.086171 0.983808 13.232237 0.000587 
50 3.278680 0.000000 0.075000 100.298584 0.691474 7.266250 -0.011308 
51 -0.778680 0.000000 1.988055 99.493532 -0.225013 14.025658 -0.009573 
52 -2.807361 0.000000 1.988055 99.120684 -0.090538 13.981700 -0.002041 
53 1.250000 0.000000 1.988055 99.706249 -0.907475 13.103400 -0.011386 
54 -0.778680 0.000000 3.901111 99.196352 -0.215904 13.857410 -0.003199 
55 0.235660 0.000000 -0.881528 97.777116 1.039156 13.827430 0.024736 
56 -0.778680 0.000000 -0.881528 98.582557 0.271868 14.394501 0.007420 
57 0.235660 0.000000 -1.838055 98.272019 0.504542 13.771927 0.015269 
58 1.250000 0.000000 -0.881528 97.584997 1.890987 11.726916 0.033607 
59 0.235660 0.000000 0.075000 102.578654 -0.008293 4.684264 -0.054432 
